"Year","predicted","conf.low","conf.high","Race","Sexual_Orientation","Gender","strata","strata2","state","Geographic","outcome"
"2023",10.66,10.23,11.1,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",36.62,34.04,39.27,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",32.33,29.07,35.78,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",23.08,21.15,25.12,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",15.17,14.59,15.77,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",45.81,44.29,47.33,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",41.72,38.88,44.61,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",35.87,34.19,37.58,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",8.88,7.82,10.06,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",32.49,27.17,38.29,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",26.66,21.83,32.11,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",21.13,17.69,25.04,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",13.04,11.59,14.64,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",37.91,33.83,42.17,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",39.31,33.32,45.65,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",27.94,24.43,31.75,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",8.41,7.74,9.14,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",34.95,30.3,39.91,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",27.4,23.08,32.19,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",19.05,16.3,22.13,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",16.17,15.07,17.33,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",40.69,38.16,43.27,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",37.13,33.27,41.16,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",34.79,32.14,37.55,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",9.72,9.11,10.37,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",34.26,30.4,38.33,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",30.47,26.55,34.7,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",20.77,18.53,23.2,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",15.82,14.94,16.74,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",42.83,40.61,45.07,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",41.88,37.86,46.01,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",32.57,30.38,34.83,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",12.81,11.62,14.09,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",39.86,34.8,45.15,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",34.05,28.77,39.75,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",30.02,25.9,34.48,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",20.92,19.16,22.8,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",50.57,47.32,53.81,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",47.95,42.52,53.42,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",38.92,35.49,42.47,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",10.19,8.93,11.62,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",34.77,29.14,40.87,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",29.24,23.97,35.13,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",20.35,16.87,24.34,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Seriously Considered Suicide"
"2023",16.46,14.61,18.5,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",46.13,41.46,50.87,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",39.69,33.53,46.19,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Seriously Considered Suicide"
"2023",31.06,26.71,35.77,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Seriously Considered Suicide"
"2003",4.81,3.72,6.2,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2003",23.19,16.39,31.75,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2003",23.38,16.64,31.8,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2003",15.63,10.6,22.44,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2003",8.99,7.34,10.97,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2003",26.33,19.54,34.47,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2003",24.54,17.32,33.54,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2003",18.83,13.1,26.3,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2003",5.8,3.84,8.69,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2003",22.07,15.23,30.87,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2003",22.38,15.44,31.29,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2003",15.86,10.69,22.89,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2003",7.1,4.76,10.47,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2003",26.96,19.08,36.63,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2003",25.57,17.88,35.16,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2003",18.44,12.55,26.27,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2003",6.73,4.89,9.2,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2003",28.18,20.04,38.07,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2003",28.66,20.51,38.49,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2003",20.59,14.24,28.83,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2003",8.08,6.01,10.77,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2003",29.48,21.63,38.77,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2003",31.44,22.88,41.47,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2003",24.45,17.15,33.6,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2003",8.31,5.74,11.89,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2003",31.12,22.38,41.44,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2003",31.5,22.67,41.9,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2003",23.46,16.32,32.51,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2003",11.88,8.48,16.4,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2003",35.18,25.99,45.62,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2003",35.63,26.2,46.33,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2003",27.12,19.22,36.79,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2003",8.2,5.52,12.01,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2003",28.1,19.94,38.02,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2003",28.7,20.35,38.81,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2003",20.8,14.32,29.22,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2003",9.99,6.87,14.29,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2003",31.74,22.88,42.16,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2003",33.02,23.89,43.65,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2003",24.56,17.17,33.83,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2003",10.63,7.18,15.46,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2003",34.56,25.16,45.34,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2003",34.96,25.46,45.83,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2003",25.99,18.29,35.54,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2003",12.11,8.2,17.51,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2003",38.22,28.33,49.18,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2003",38.41,28.35,49.58,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2003",28.85,20.52,38.92,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2005",3.27,2.77,3.86,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2005",19.39,14.32,25.71,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2005",20.76,15.12,27.82,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2005",15.88,11.55,21.45,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2005",6.73,5.98,7.56,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2005",29.63,24.59,35.22,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2005",24.72,18.02,32.91,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2005",16.97,12.58,22.5,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2005",5.42,3.73,7.82,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2005",23,16.28,31.45,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2005",21.53,15.1,29.73,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2005",15.92,11.01,22.45,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2005",8.02,5.62,11.31,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2005",25.2,18.06,33.99,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2005",26.12,18.65,35.28,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2005",18.24,12.67,25.54,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2005",6.66,4.93,8.93,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2005",27.25,19.76,36.3,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2005",28.72,20.97,37.95,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2005",22.39,15.97,30.45,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2005",7.84,5.94,10.29,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2005",31.16,23.32,40.24,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2005",30.72,22.5,40.39,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2005",24.43,17.43,33.12,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2005",8.29,5.98,11.39,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2005",30.18,22,39.85,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2005",31.69,23.16,41.66,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2005",23.28,16.5,31.78,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2005",9.31,6.83,12.59,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2005",37,28.43,46.48,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2005",34.92,25.95,45.09,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2005",26.09,18.77,35.04,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2005",7.2,5.07,10.14,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2005",26.82,19.33,35.9,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2005",29,21.01,38.53,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2005",20.02,14.02,27.75,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2005",12.27,8.95,16.59,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2005",32.33,24.13,41.78,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2005",32.04,23.48,42.01,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2005",24.36,17.35,33.06,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2005",9.97,7.14,13.76,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2005",32.95,24.32,42.9,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2005",34.24,25.24,44.54,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2005",25.76,18.46,34.72,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2005",13.24,9.48,18.18,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2005",35.23,26.35,45.26,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2005",39.05,29.5,49.52,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2005",28.9,21.02,38.31,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2007",3.28,2.81,3.83,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2007",19.74,14.8,25.84,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2007",16.24,11.71,22.08,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2007",11.39,8.09,15.79,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2007",4.6,4.04,5.23,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2007",27.68,23.23,32.62,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2007",21.38,15.73,28.37,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2007",13.52,9.97,18.08,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2007",4.53,3.1,6.56,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2007",20.09,14.13,27.76,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2007",19.36,13.53,26.91,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2007",13.65,9.35,19.51,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2007",5.56,3.85,7.97,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2007",22.26,15.81,30.39,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2007",21.49,15.15,29.56,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2007",15.44,10.64,21.89,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2007",6.28,4.68,8.38,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2007",24.9,17.93,33.48,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2007",24.86,17.83,33.52,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2007",17.35,12.11,24.24,"Black","Othersexual","Male","Black-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2007",7.59,5.77,9.93,"Black","Heterosexual","Female","Black-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2007",28.94,21.4,37.85,"Black","Bisexual","Female","Black-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2007",27.09,19.75,35.93,"Black","Homosexual","Female","Black-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2007",20.06,14.13,27.67,"Black","Othersexual","Female","Black-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2007",8.84,6.84,11.35,"Hispanic","Heterosexual","Male","Hispanic-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2007",28.32,20.89,37.16,"Hispanic","Bisexual","Male","Hispanic-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2007",31.08,23.3,40.09,"Hispanic","Homosexual","Male","Hispanic-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2007",23.85,17.25,32.01,"Hispanic","Othersexual","Male","Hispanic-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2007",10.27,8.08,12.98,"Hispanic","Heterosexual","Female","Hispanic-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2007",30.61,23.21,39.17,"Hispanic","Bisexual","Female","Hispanic-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2007",32.24,24.11,41.61,"Hispanic","Homosexual","Female","Hispanic-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2007",23.84,17.24,32,"Hispanic","Othersexual","Female","Hispanic-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2007",6.65,4.84,9.09,"MultiRace","Heterosexual","Male","MultiRace-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2007",23.77,17.08,32.06,"MultiRace","Bisexual","Male","MultiRace-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2007",26.03,18.98,34.59,"MultiRace","Homosexual","Male","MultiRace-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2007",17.98,12.55,25.09,"MultiRace","Othersexual","Male","MultiRace-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2007",8.33,6.16,11.17,"MultiRace","Heterosexual","Female","MultiRace-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2007",28.44,21.23,36.95,"MultiRace","Bisexual","Female","MultiRace-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2007",27.95,20.19,37.3,"MultiRace","Homosexual","Female","MultiRace-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2007",20.78,14.65,28.61,"MultiRace","Othersexual","Female","MultiRace-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2007",7.94,5.67,11.03,"OtherRace","Heterosexual","Male","OtherRace-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2007",30.21,22.01,39.9,"OtherRace","Bisexual","Male","OtherRace-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2007",30.92,22.63,40.64,"OtherRace","Homosexual","Male","OtherRace-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2007",22.6,16.07,30.81,"OtherRace","Othersexual","Male","OtherRace-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2007",9.93,7.06,13.8,"OtherRace","Heterosexual","Female","OtherRace-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2007",33.67,25.16,43.38,"OtherRace","Bisexual","Female","OtherRace-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2007",33.77,25.01,43.81,"OtherRace","Homosexual","Female","OtherRace-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2007",24.75,17.68,33.5,"OtherRace","Othersexual","Female","OtherRace-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2009",4.53,4.13,4.98,"White","Heterosexual","Male","White-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2009",17.81,13.8,22.67,"White","Bisexual","Male","White-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2009",17.21,13.18,22.16,"White","Homosexual","Male","White-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2009",12.87,9.65,16.96,"White","Othersexual","Male","White-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2009",4.52,4.12,4.96,"White","Heterosexual","Female","White-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2009",22.98,20.05,26.2,"White","Bisexual","Female","White-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2009",21.05,16.13,26.99,"White","Homosexual","Female","White-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2009",15.78,12.46,19.79,"White","Othersexual","Female","White-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2009",6.45,4.81,8.6,"Asian","Heterosexual","Male","Asian-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2009",21.14,15.23,28.58,"Asian","Bisexual","Male","Asian-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2009",20.85,14.8,28.54,"Asian","Homosexual","Male","Asian-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
"2009",14.51,10.25,20.14,"Asian","Othersexual","Male","Asian-Male","Othersexual-Male","All 46 States","States","Attempted Suicide"
"2009",5.87,4.36,7.87,"Asian","Heterosexual","Female","Asian-Female","Heterosexual-Female","All 46 States","States","Attempted Suicide"
"2009",24.77,18,33.06,"Asian","Bisexual","Female","Asian-Female","Bisexual-Female","All 46 States","States","Attempted Suicide"
"2009",23.42,16.74,31.73,"Asian","Homosexual","Female","Asian-Female","Homosexual-Female","All 46 States","States","Attempted Suicide"
"2009",18.16,13.1,24.62,"Asian","Othersexual","Female","Asian-Female","Othersexual-Female","All 46 States","States","Attempted Suicide"
"2009",7.55,6.07,9.36,"Black","Heterosexual","Male","Black-Male","Heterosexual-Male","All 46 States","States","Attempted Suicide"
"2009",28.18,21.09,36.54,"Black","Bisexual","Male","Black-Male","Bisexual-Male","All 46 States","States","Attempted Suicide"
"2009",28.9,21.62,37.45,"Black","Homosexual","Male","Black-Male","Homosexual-Male","All 46 States","States","Attempted Suicide"
